887,aurora,[?:'r?:r?;?'r?ur?],n.极光(南北极夜晚所放彩光)
888,aurum,['?:r?m],n.金(符号Au)
889,auscultate,['?:sk?lteit;'?:sk?l?teit],v.听诊
890,auspice,['?:spis],n.预兆、先(前)兆;吉兆
891,auspices,['?:spisiz],n.资助、赞助
892,auspicious,[?:'spi??s],a.吉兆的
893,austere,[?:'sti?],a.朴素的;不加修饰的;(人)严格节制的
894,Austria,['?:stri?],n.奥地利
895,authentic,[?:'θentik],a.真正的;法律证实的
896,authenticate,[?:'θentikeit;?:'θenti?keit],vt.证明...为真
897,authoritarian,[??θ?:ri't?ri?n;??θ?r?'teri?n],n.独裁主义者;极权主义者
898,authoritative,[?'θ?:ri?teitiv;?'θ?r??teitiv],a.有权威的、可相信的
899,authorities,[?:'θ?ritis],n.当局
900,authority,[?'θ?:riti],n.权力、权威;权威人士
901,authorize,['?:θ?raiz;'?:θ??raiz],vt.授权、批准
902,auto,['?:t?u],n.(automobile)(口语)汽车
903,autobiographical,[??:t?bai?'gr?fik?l],a.自传的、自传体的
904,autobiography,[??:t?bai'?gr?fi],n.自传
905,autoclave,['?:t?u?kleiv],n.高压消毒锅
906,autocrat,['?:t?kr?t;'?:t??kr?t],n.独裁者
907,automated,['?:t?umeitid],a.自动的
908,automatic,[??:t?'m?tik],a.自动(装置)的;无意识的;n.自动机械
909,automation,[??:t?'mei??n],n.自动装置
910,automotive,[??:t?'m?utiv],a.汽车的、自动推进的
911,autonomous,[?:'t?n?m?s],a.自治的、独立的
912,autonomy,[?:'t?n?mi],n.自治、独立
913,autopsy,['?:tɑ:psi;'?:t?psi],n.尸体解剖;尸检
914,autumnal,[?:'t?mn?l],a.秋天的
915,auxiliary,[?:g'zilj?ri],a.辅助的、协助的、附加的;n.辅助者、辅助设备
916,auxin,['?:ksin],n.(植物)生长素
917,avail,[?'veil],v.有利、有益、有助
918,availability,[??veil?'biliti;??veil?'bil?ti],n.可用性、有效性、可得性、可得到的人(或物)
919,available,[?'veil?bl;?'veil?b?l],a.可用的、可得到的
920,avalanche,['?v?lɑ:nt?;'?v?l?ɑ:nt?],n.雪崩
921,avant-garde,[??v??'gɑ:d],n.先锋派(艺术流派);先锋、前卫
922,avarice,['?v?ris],n.贪财、贪婪
923,avenge,[?'vend?],v.为...复仇、为...报仇
924,avenue,['?vinju:;'?v??nju:],n.林荫路、大街;途径、手段
925,aver,[?'v?:],v.极力声明;断言;确证
926,average,['?v?rid?],n.平均、平均数;a.平均的;普通的;v.平均
927,averse,[?'v?:s],a.不愿的、反对的
928,aversion,[?'v?:??n],n.嫌恶、憎恨
929,avert,[?'v?:t],v.避免、防止;避开
930,aviary,['eivi?ri;'eivi?eri],n.大鸟笼、鸟舍
931,aviation,[?eivi'ei??n],n.航空、航空学;飞机制造业
932,aviator,['eivi?eit?],n.飞行员、飞行家
933,avid,['?vid],a.渴望的;热心的
934,avocation,[??v?u'kei??n;??v?'kei??n],n.(个人)副业、业余爱好
935,avocational,[??v?u'kei??n;??v?'kei??n],a.副业的、嗜好的
936,avoid,[?'v?id],v.避开、躲避
937,avoidable,[?'v?id?bl;?'v?id?b?l],a.可避免的
938,avoidance,[?'v?id?ns],n.避免
939,avow,[?'vau],v.承认;公开宣称
940,avowal,[?'vau?l],n.声明
941,avulse,[?'v?ls],vt.(由于意外事故或通过外科手术)把(身体的一部分)撕脱;抽出
942,avuncular,[?'v??kjul?;?'v??kj?l?],a.伯(叔)父的
943,await,[?'weit],vt.等候、期待;(事情等)降临于
944,award,[?'w?:d],vt.授予、给予;判定 n.奖、奖金;仲裁
945,aware,[?'w??],a.知道的、意识到的;
946,awareness,[?'w??nis],n.意识
947,awash,[?'w??],a.被海水淹没、击打的
948,awe,[?:],n./v.敬畏(由权力、才华、美貌引起的、包含尊敬、恐惧和惊异的复杂情绪)
949,awe-inspiring,['?:ins'pai?ri?;'?in?spai?ri?],a.令人敬畏的
950,awful,['?:ful],a.极度的、极坏的;威严的、可怕的
951,awkward,['?:kw?d],a.笨拙的;难用的;造成不便的
952,awkwardly,['?:kw?:dli],ad.(见到生人)局促不安地、笨拙地
953,awl,[?:l],n.(钻皮革的)尖钻
954,awning,['?:ni?],n.遮阳蓬、雨蓬
955,awry,[?'rai],a.扭曲的、走样的
956,axe,[?ks],n.(ax)斧子;削减 vt.用斧砍
957,axilla,[?k'sil?],n.腋(窝)
958,axiom,['?ksi?m],n.公理;定理
959,axis,['?ksis],n.轴(常为虚构之线、如地球轴)
960,axle,['?ksl;'?ks ?l],n.轮轴(连接两个车轮的轴)
961,azure,['???],n.天蓝色;a.蔚蓝的
962,babble,['b?bl;'b?b?l],v.胡言乱语;牙牙学语;喋喋不休
963,baboon,[b?'bu:n;b?'bu:n],n.狒狒
964,baby boom,,n.生育高峰
965,baby-sitter,['bebi?sit?],n.临时保姆、代人照顾婴儿者
966,bacchanal,"['b?k?n?l,'b?k?nl]",n.(行为放纵的)狂欢会
967,bachelor,['b?t??l?],n.单身汉;(亦作B-)学士(学位)
968,bacillus,[b?'sil?s],n.(芽胞)杆菌
969,backbone,['b?kb?un;'b?k?b?un],n.骨干、支柱;脊椎、中枢
970,backdrop,['b?kdr?p;'b?k?dr?p],n.(事情的)背景、背景幕布
971,background,['b?kgraund],n.背景、经历;幕后
972,backhanded,['b?k'h?ndid],a.间接的;反手击球的
973,backpack,['b?kp?k;'b?k ?p?k],n.背包
974,backslide,['b?k?slaid,v.故态复萌
975,backward,['b?kw?d],a.向后的、倒行的;迟钝的;ad.向后、朝反方向
976,backwater,['b?k?w?:t?],n.死水、闭塞地区
977,bacon,['beik?n],n.咸猪肉、熏猪肉
978,bacterial,[b?k'tiri?l],a.细菌的
979,bactericidal,[b?k?ti?ri'saidl],a.杀菌的
980,bacteriology,[b?k?ti?ri?'?l?d?i],n.细菌学
981,bacterium,[b?k'ti?ri?m;b?k'tiri?m],n.细菌(复数:bacteria)
982,badge,[b?d?],n.徽章(如校徽等);象征;记号
983,badger,['b?d??],n.獾;v.一再烦扰、一再要求
984,badinage,['b?dinɑ:?],n.开玩笑、打趣
985,badminton,['b?dmint?n],n.羽毛球
986,baffle,['b?fl;'b?f?l],v.使困惑、难倒;n.迷惑;缓冲板;遮护物
987,baggage,['b?gid?],n.行李
988,bail,[beil],n.保释金;v.保释
989,bait,[beit],n.诱饵;v.逗弄;激怒
990,bakery,['beik?ri],n.面包房、面包店
991,balance,['b?l?ns],n.平衡;vt.使平衡、使均衡
992,balanced,['b?l?nst],a.均衡的;平稳的
993,balcony,['b?lk?ni],n.阳台;(电影院等的)楼厅、楼座
994,bald,[b?:ld],a.秃的、秃头的
995,bale,[beil],n.大包裹;灾祸;不幸
996,baleful,['beilf?l;'belf?l],a.有害的、邪恶的、恶意的
997,balk,[b?:k],n.大方木料;v.妨碍;(因困难等)不愿前进或从事某事
998,balky,['b?:ki],a.停止不前的、倔强的
999,ballad,['b?l?d],n.歌谣、小曲
1000,ballast,['b?l?st],n.(船等)压舱物
1001,ballerina,[?b?l?'ri:n?],n.芭蕾舞女演员
1002,ballet,['b?lei],n.芭蕾舞
1003,ballistic,[b?'listik],a.弹道(学)的、发射的、衡量冲击强度的
1004,balloon,[b?'lu:n],n.气球;v.快速增加
1005,balloonist,['b?l?t],n.气球驾驶者
1006,ballot,['b?l?t],v.投票;n.(不记名)投票;投票总数;投票权
1007,balm,[bɑ:m],n.香油、药膏;镇痛剂、安慰物
1008,balmy,['bɑ:mi],a.(气候)温和的;芳香的、能止痛的
1009,bamboozle,[b?m'bu:zl;b?m'bu:z?l],v.欺骗、隐瞒
1010,ban,[b?n],n.禁令;v.明令禁止
1011,banal,[b?'nɑ:l],a.乏味的、陈腐的
1012,band,[b?nd],n.带子;收音机波段;vi.联合、集合
1013,bandage,['b?ndid?],n.绷带;v.用绷带包扎
1014,bandanna,[b?n'd?n?],n.大手帕
1015,bandleader,['b?nd?li:d?],n.乐队指挥
1016,bandmaster,['b?nd?m?st?],n.乐队指挥
1017,bandy,['b?ndi],v.来回抛球、轻率谈论
1018,bane,[bein],n.祸根
1019,bang,[b??],v.发出砰的一声、重击;n.砰砰的声音;猛击
1020,banish,['b?ni?],v.放逐某人
1021,banister,['b?nist?],n.(楼梯的)栏杆
1022,banker,['b??k?],n.银行家
1023,bankrupt,['b??kr?pt],a.破产的
1024,bankrupt,['b??kr?pt],n.破产者、丧失了名誉的人;a.破产的;v.使破产
1025,bankrupt,['b??kr?pt],a.破产了的;v.(使)破产
1026,bankruptcy,['b??kr?ptsi],n.破产;无偿付能力(破产者在法律上被判定为无偿债能力的人)
1027,banner,['b?n?],n.旗帜、标语、横幅
1028,banquet,['b??kwit],n.宴会、盛宴;vi.参加宴会;vt.宴情
1029,banter,['b?nt?],n.打趣、玩笑
1030,baptism,['b?ptiz?m],n.(基督教)洗礼、浸礼;(轮船等)命名礼
1031,bar,[bɑ:],v.禁止、阻挡;n.条、棒;律师业;酒吧:snack bar 快餐店
1032,bar code,,n.条形码
1033,barb,[bɑ:b],n.(鱼钩的)倒钩;批评的话
1034,barbarian,[bɑ:'b??ri?n;bɑ:'beri?n],n.野蛮人;a.粗鲁的
1035,barbarous,['bɑ:b?r?s],a.野蛮的、粗俗的;残暴的
1036,barbecue,['bɑ:bikju:],n.烤肉架;烤肉
1037,barbed wire,,n.带倒钩的铁丝(铁丝网)
1038,barber,['bɑ:b?],n.理发师
1039,barbiturate,[?bɑ:'bi'tjureit;?bɑ:bi'tju?eit],n.巴比妥酸盐
1040,bard,[bɑ:d],n.吟游诗人
1041,bare,[b??],v.暴露(揭去覆盖物使露出);a.赤裸的、光(秃)的
1042,barefaced,['b??feist;'b???feist],a.厚颜无耻的、公然的
1043,barely,['b??li],ad.赤裸裸地、无遮蔽地;仅仅、勉强、几乎没有
1044,bargain,['bɑ:gin],n.交易;物美价廉的东西;v.讨价还价
1045,barge,[bɑ:d?],n.平底货船、驳船
1046,baritone,['b?rit?un;'b?r??t?un],n.[音]男中音、男中音歌手;萨克斯号
1047,bark,[bɑ:k],v./n.犬吠;n.树皮
1048,barley,['bɑ:li],n.大麦
1049,barn,[bɑ:n],n.谷仓;牲口棚(贮藏农产品或牲畜的大型农舍)
1050,barometer,[b?'r?mit?;b?'r?m?t?],n.气压计;晴雨表
1051,baron,['b?r?n],n.贵族、巨头
1052,baroque,[b?'r?uk],n./a.(艺术、建筑等)过分雕琢(的)
1053,barracks,['b?r?ks],n.兵营、简陋的大房子
1054,barrage,[b?'rɑ:?],n.弹幕(本军前方的密集火力网、用以掩护队伍);堰(人工障碍物、以增加水深并分流)
1055,barrel,['b?r?l],v.飞奔;n.桶;枪管、炮管
1056,barren,['b?r?n],a.不育的;贫瘠的、不结果实的
1057,barrenness,['b?r?nnis],n.荒凉
1058,barricade,[?b?ri'keid;'b?r??keid],v.设栅阻挡;n.栅栏
1059,barrier,['b?ri?],n.路障;障碍
1060,barrister,['b?rist?],n.讼务、律师
1061,barter,['bɑ:t?],v.易货贸易(不以钱作为交换物)、以物换物
1062,base,[beis],a.卑鄙的;私生的;n.底
1063,baseboard,['beisb?:d;'beis?b?urd],n.踢脚板、护壁板(用来遮住墙和地之间结合缝的板)
1064,basement,['beism?nt],n.地下室、地窖
1065,basin,['beisn;'beis?n],n.盆;盆地
1066,basis,['beisis],n.基础、根据
1067,bask,[b?sk],v.晒太阳、取暖
1068,basketry,['bɑskitri],n.(篮.篓.筐等的)编织术;(总称)(篮子等)编织物
1069,bassoon,[b?'su:n],n.低音管、巴松管
1070,baste,[beist],v.倒油脂于(烤肉上、以防烤干)
1071,bastion,['b?sti?n],n.(可扩大射击范围的)堡垒、工事
1072,bat,[b?t],n.球拍、球棒、短棒;蝙蝠
1073,batch,[b?t?],n.一批、一炉
1074,bather,['beie?],n.入浴者、浴疗者
1075,bathetic,[b?'θetik],a.假作悲伤的;陈腐的
1076,baton,[b?'t?n],n.指挥棒(指挥家用);警棍
1077,battalion,[b?'t?lj?n],n.军营、军队
1078,battery,['b?t?ri],n.电池(组);(器具等的)一组、一套;炮兵连
1079,bauble,['b?:bl;'b?:b?l],n.花哨的小玩意儿、没价值的东西
1080,bauxite,['b?:ksait],n.铝土岩(产铝的矿土、石)
1081,bawdy,['b?:di],a.淫猥的、好色的
1082,bawl,[b?:l],v.大叫、大喊
1083,bay,[bei],n.海湾、(港)湾
1084,bazaar,[b?'zɑ:],n.集市、商店集中区
1085,BCG,[b?'sil?s],abbr.卡介苗(=bacillus calmette-guerin)
1086,beacon,['bi:k?n],n.烽火;灯塔
1087,bead,[bi:d],n.珠子;(液体)小滴
1088,beaded,['bi:did],a.以珠装饰的、珠状的
1089,beak,[bi:k],n.鸟喙
1090,beam,[bi:m],n.(房屋等)大梁;光线
1091,bean,[bi:n],n.豆子
1092,beancurd,['bi:nk?:d],n.豆腐
1093,bear,[b??],vt.负担、支撑;具有、带有;生产、生育;n.熊(polar bear北极熊、grizzly bear灰熊)
1094,beard,[bi?d],n.胡须
1095,bearing,['b??ri?],n.关系、意义;方位;轴承;忍受;举止;方向
1096,beast,[bi:st],n.兽、牲畜;凶残的人、举止粗鲁的人
1097,beat,[bi:t],v.心跳;搅拌;a.疲倦的;n.(音乐)拍子
1098,beatific,[?bi:?'tifik],a.祝福的、快乐的
1099,beatitude,[bi'?titju:d;bi'?t?tu:d],n.至福(十分幸福、最好的运气或福气)
1100,beckon,['bek?n],v.召唤某人、示意
1101,bedeck,[bi'dek],v.装饰、修饰
1102,bedizen,[bi'daizn;bi'daiz?n],v.把...装饰得艳丽而俗气
1103,bedlam,['bedl?m],n.混乱、骚乱
1104,bedraggled,[bi'dr?gld;bi'dr?g?ld],a.弄湿的、凌乱不堪的
1105,bedridden,['bedridn;'bedrid?n],a.卧床不起的
1106,bedrock,['bed'r?k;'bed?r?k],n.基础;基石
1107,beeline,[bi'lain],n.直线;vi.走直线
1108,beet,[bi:t],n.甜菜
1109,beforehand,[bi'f?:h?nd;bi'f?ur?h?nd],ad.预先、事先
1110,befoul,[bi'faul],v.弄脏、污蔑中伤
1111,befuddle,[bi'f?dl;bi'f?d?l],v.使迷惑、使为难、使酒醉昏迷
1112,befuddlement,[bi'f?dlm?nt],n.迷惑不解
1113,beget,[bi'get],v.产生、引起
1114,begrudge,[bi'gr?d?],v.吝啬、勉强给
1115,beguile,[bi'gail],v.欺骗、诱骗
1116,behalf,[bi'hɑ:f],n.利益;代表;方面
1117,behave,[bi'heiv],vi.举止、表现
1118,behavior,[bi'heivj?],n.举止、行为
1119,behest,[bi'hest],n.命令、要求、吩咐
1120,behold,[bi'h?uld],v.目睹、看见
1121,beholden,[bi'h?uld?n],a.感激某人的、欠人情的
1122,beholder,[bi'h?uld?],n.目睹者、旁观者
1123,behoove,[bi'hu:v],v.理应、有必要
1124,beige,[bei?],a.米黄色的
1125,being,['bi:i?],n.生物、生命、存在
1126,belabor,[bi'leib?],v.过分冗长地做或说、痛打
1127,belated,[bi'leitid],a.来得太迟的
1128,belch,[belt?],n./v.打嗝、(火山)喷出
1129,beleaguer,[bi'li:g?],v.围攻;骚扰
1130,belie,[bi'lai],v.掩饰;证明为假
1131,belief,[bi'li:f],n.信任、相信、信念;信仰、信条
1132,belittle,[bi'litl;bi'lit?l],v.轻视、贬抑
1133,belle,[bel],n.[法]美女
1134,bellicose,['belik?us;'bel??k?us],a.好战的、好斗的
1135,belligerence,[bi'lid??r?ns;b?'lid??r?ns],n.交战;好战性、斗争性
1136,bellows,['bel?uz],n.风箱
1137,bellwether,['bel?wee?],n.领导者、领头羊
1138,belly,['beli],n.肚子、腹部
1139,bellyache,['belieik;'beli?eik],n.腹痛
1140,belly-button,,n.肚脐
1141,belongings,[bi'l?:?i?z;b?'l?:?i?z],n.所有物、财产
1142,beloved,[bi'l?vid],a./n.受爱戴的、敬爱的;爱人、被心爱的人
1143,below,[bi'l?u],prep./ad.在...下面
1144,belt,[belt],n.带、腰带
1145,bemused,[bi'mju:zd],a.茫然的、困惑的
1146,bench,[bent?],n.法官席;长凳
1147,bend,[bend],v.弯曲;屈服
1148,beneath,[bi'ni:θ],ad./prep.在...之下
1149,benediction,[?beni'dik??n;?ben?'dik??n],n.祝福;祈祷
1150,benefactor,['beni?f?kt?;'ben??f?kt?],n.行善者、捐助者
1151,beneficial,[?beni'fi??l;?ben?'fi??l],a.有益的、有利的
1152,beneficiary,[?beni'fi??ri;?ben?'fi??ri],n.受益人
1153,benefit,['benifit],n.利益、好处;vt.有益于、有助于
1154,benevolent,[bi'nev?l?nt;b?'nev?l?nt],a.善心的、仁心的
1155,benign,[bi'nain],a.慈祥的、温和的;(病)良性的
1156,benison,['beniz?n],n.祝福、赐福
1157,bent,[bent],n.特长、爱好;a.弯曲的
1158,bequeath,[bi'kwi:e],v.遗赠
1159,bequest,[bi'kwest],n.遗产、遗赠物
1160,berate,[bi'reit],v.猛烈责骂
1161,bereave,[bi'ri:v;b?'ri:v],v.丧亲、夺去
1162,bereft,[bi'reft],a.被剥夺的、丧失的;缺少的
1163,beriberi,['beri'beri],n.脚气病
1164,berserk,['b?:s?:k],a.狂怒的、疯狂的
1165,berth,[b?:θ],n.(车、船)卧铺;座位
1166,beseech,[bi'si:t?],v.祈求、恳求(热切或急迫的要求)
1167,beset,[bi'set],v.镶嵌;困扰
1168,besides,[bi'saidz],ad.除了...(还有)
1169,besiege,[bi'si:d?],v.围攻、困扰
1170,besmirch,[bi'sm?:t?;bi'sm?t?],v.诽谤
1171,besot,[bi's?t],v.使沉醉、使糊涂
1172,bestial,['bestj?l;'best??l],a.野兽的、残忍的
1173,bestow,[bi'st?u],v.(作为礼物或荣誉)给予、赐赠
1174,bet,[bet],v.赌、打赌;n.打赌、赌注
1175,betoken,[bi't?uk?n],v.预示、表示
1176,betray,[bi'trei],v.背叛;暴露
1177,betrayal,[bi'trei?l],n.背叛;暴露
1178,betroth,[bi'tr?:θ],v.许配、和...订婚
1179,beverage,['bev?rid?],n.饮料
1180,bevy,['bevi],n.一群鸟(尤指鹌鹑或云雀);一群妇女;一堆东西
1181,beware,[bi'w??],v.当心、谨防
1182,bewilder,[bi'wild?],v.使迷惑、混乱
1183,bewildering,[bi'wild?i?],a.令人迷惑的;费解的
1184,bewilderment,[bi'wild?m?nt],n.迷惑、混乱
1185,bewitching,[bi'wit?i?],a.迷人的
1186,bias,['bai?s],n./v.(使有)偏见、偏心、偏袒
1187,Bible,['baibl;'baib?l],n.圣经
1188,bibliography,[?bibli'?gr?fi],n.文献学;参考书目
1189,bibliophile,['bibli?ufail;'bibli??fail],n.爱书者、藏书家
1190,bibulous,['bibj?l?s],a.高度吸收的、嗜酒的
1191,bicameral,[bai'k?m?r?l],a.两院制的、有两个议院的
1192,bicarbonate,[bai'kɑ:b?nit],n.碳酸氢盐
1193,bicentenary,[?baisen'ti:n?ri],n./a.二百年(的);二百多年纪念的
1194,bicker,['bik?],v.为小事争吵
1195,bid,[bid],v.命令;出价、投标
1196,bide,[baid],v.等待、逗留
1197,biennial,[bai'eni?l],a.两年一次的
1198,bifurcate,['baif?:keit;'baif??keit],v.分为两支、分叉
1199,big deal,,n.重大的事、重要的人
1200,bigot,['big?t],n.(宗教、政治等的)顽固盲从者;偏执者
1201,bilateral,[bai'l?t?r?l],a.两边的;双边的
1202,bile,[bail],n.胆汁;愤怒
1203,bilge,[bild?],n.船底
1204,biliary,['bili?ri;'bili?eri],a.胆汁的
1205,bilingual,[bai'li?gw?l],a.(说)两种语言的
1206,bilious,['bili?s],a.胆汁质的、坏脾气的
1207,bilk,[bilk],v.躲债;骗取
1208,bill,[bil],n.帐单、发票;(细长或扁平的)鸟嘴;议案、法案;钞票、纸币
1209,billion,['bilj?n],n./a.十亿(的)
1210,billow,['bil?u],n.巨浪;v.翻腾
1211,billowy,['bil?ui],a.如波浪般翻滚的
1212,bin,[bin],n.大箱子
1213,binary,['bain?ri],a.二、双、复;[化]二元的;[数]二进制的
1214,bind,[baind],v.绑、包扎、束缚
1215,binocular,[bi'n?kjul?;bi'n?kj?l?],a.双目的;双筒的;n.双目镜
1216,bioactive,[?bai'?ktiv],n.生物活性的
1217,biochemistry,['bai?u'kemistri],n.生物化学
1218,biofeedback,[?bai?u'fi:db?k],n.生物反馈
1219,biographer,[bai'?gr?f?],n.传记作家
1220,biography,[bai'?gr?fi],n.传记;传记文学
1221,biological diversity,[.bai?'l?d?ik?l][dai'v?:siti],n.生物多样性
1222,biologist,[bai'?l?d?ist],n.生物学家
1223,biopsy,[bai'?psi],n.活组织检查
1224,biosphere,['bai??sfi?],n.生命层、生物圈
1225,biostatistics,[?bai?ust?'tistiks],n.生物统计学
1226,biota,[bai'?ut?],n.生物区系
1227,biotic,[bai'?tik],a.生命的;生物的
1228,bipartisan,[bai'pɑ:tiz?n;bai'pɑ:t?z?n],a.由两党成员组成的;被两党支持的
1229,biped,['baiped;'bai?p?d],n.两足动物
1230,bipedalism,['baiped?liz?m],n.二足类
1231,birch,[b?:t?],n.桦、白桦;桦木;vt.用桦条打
1232,biscuit,['biskit],n.饼干
1233,bisect,[bai'sekt],v.平分
1234,bison,['baisn;'bais?n],n.美洲或欧洲的野牛
1235,bit,[bit],n.钻头、刀刃;一点、一些
1236,bite,[bait],v./n.咬、叮;n.一口
1237,bitter,['bit?],a.苦(味)的、(令人)痛苦的;尖酸刻薄的
1238,bitterness,['bit?nis],n.苦味;辛酸、苦难
1239,bizarre,[bi'zɑ:],a.奇异的、古怪的
1240,black hole,,n.[天]黑洞
1241,blackball,['bl?k?b?l],v.投反对票以阻止;排挤
1242,blackmail,['bl?kmeil;'bl?k?meil],v./n.敲诈、勒索
1243,blackout,['bl?kaut;'bl?k?aut],n.(幕间或剧中)灯暗;临时眩晕;删除;新闻封锁)
1244,blacksmith,['bl?ksmiθ;'bl?k?smiθ],n.铁匠
1245,bladder,['bl?d?],n.囊、膀胱
1246,blade,[bleid],n.刀锋、刀口
1247,blame,[bleim],vt.谴责、责备;n.过失、责备
1248,blanch,[blɑ:nt?],v.使变白;使(脸色)变苍白;使(植物)不见日光而变白
1249,bland,[bl?nd],a.(人)情绪平稳的;(食物)无味的
1250,blandishment,['bl?ndi?m?nt],n.奉承、甜言蜜语
1251,blank,[bl??k],a.空白的、空着的;失色的 n.空白;表格
1252,blanket,['bl??kit],n.毯子;厚的遮盖物
1253,blare,[bl??],v.发出尖锐刺耳和响亮的声音;(引人注目地)宣布
1254,blasé,['blɑ:zei],a.厌倦享乐的、冷漠的
1255,blasphemy,['bl?sfimi],n.亵渎、渎神
1256,blast,[blɑ:st],n.一阵(大风);冲击波;v.爆破;枯萎
1257,blast furnace,['f?:nis],n.鼓风炉
1258,blatant,['bleit?nt;'bleitnt],a.厚颜无耻的;显眼的;炫耀的
1259,blather,['bl?e?],v.胡说八道
1260,blaze,[bleiz],vi.燃烧、照耀;n.火焰、光辉
1261,blazing,['bleizi?],a.炽烧的、闪耀的
1262,blazon,['bleizn],n.纹章、装饰;v.精确描绘;宣扬、夸示
1263,bleach,[bli:t?],v.漂白、使无色;n.漂白剂、漂白的行为
1264,bleachers,['bli:t??z],n.(球场的)露天座位
1265,bleak,[bli:k],a.寒冷的;阴沉的;阴郁的、暗淡的
1266,bleary,['bli?ri;'bliri],a.视线模糊的、朦胧的、精疲力竭的
1267,bleed,[bli:d],v.出血、流血
1268,blemish,['blemi?],v.损害;玷污;n.瑕疵、缺点
1269,blend,[blend],vt.混合、掺混;n.混合(物)
1270,blessing,['blesi?],n.祝福、恩赐
1271,blight,[blait],n.植物枯萎病;v.使...枯萎
1272,blighted,,a.损坏的
1273,blind spot,[blaind][sp?t],n.[物]盲点、[无]静区
1274,blink,[bli?k],v.眨眼
1275,bliss,[blis],n.狂喜;极大的幸福;福佑、天赐的福
1276,blister,['blist?],n.水疱;v.起疱
1277,blithe,[blaie],a.快乐的、无忧无虑的
1278,blizzard,['bliz?d],n.暴风雪
1279,bloat,[bl?ut],v.肿胀;n.肿胀病人
1280,bloated,['bl?utid],a.肿胀的、傲慢的
1281,blob,[bl?b],n.(半流质的)粘乎乎的一团;vt.用斑点弄污
1282,block,[bl?k],n.一块(木头或石头等);街区;vt.阻碍、阻止
1283,blockade,[bl?'keid],v./n.封锁、闭塞
1284,blockage,['bl?kid?],n.障碍物
1285,blonde,[bl?nd],n.金发碧眼的人;a.金发碧眼的
1286,bloody,['bl?di],a.流血的、血腥的
1287,bloom,[blu:m],n.花(朵);开花(期);v.开花
1288,blooming,['blu:mi?],a.有花的;精力旺盛的
1289,blossom,['bl?s?m],n.花;v.(树木)开花
1290,blot,[bl?t],n.墨迹、污迹;不雅观的事物
1291,blotch,[bl?t?],n.(皮肤上的)红斑点;(墨水等)大斑点
1292,blouse,[blauz],n.宽松短衫(妇女儿童穿的、可遮至腰部或稍下的地方);(用于欧洲的宽松)工作服
1293,blowhard,['blo?hɑrd],n.自吹自擂者
1294,bludgeon,['bl?d??n],n.大头棒;v.用棒打击
1295,blue,[blu:],a.忧伤的、沮丧的
1296,blueprint,['blu:'print],n.蓝图;方案;设计图、计划;vt.制成蓝图、计划
1297,blues,[blu:z],n.抑郁、沮丧;布鲁斯音乐
1298,bluff,[bl?f],vt.虚张声势(装作很强大、很有信心的样子);n.悬崖峭壁
1299,blunder,['bl?nd?],v.犯大错;笨拙地做;n.愚蠢之举
1300,blunt,[bl?nt],a.钝的;直率的、直言不讳的;v.变钝
1301,blur,[bl?:],n.模糊不清的事物;v.使...模糊;玷污
1302,blurb,[bl?:b],n.简介;印在书籍封套上的推荐广告
1303,blurry,['bl?:ri;'bl?:i],a.模糊的、难辩认的
1304,blurt,[bl?:t],v.脱口而出
1305,blush,[bl??],v.因某事物脸红;n.因羞愧等脸上泛出的红晕
1306,bluster,['bl?st?],v.(指风)猛刮
1307,blustering,['bl?st?ri?],a.大吵大闹的
1308,board,"[b?:d;b?urd,b?:d]",n.(薄而平的)木板;委员会;膳食费用;vt.上(船、飞机等)
1309,boarder,['b?:d?;'b?urd?],n.寄宿者;寄生者
1310,boardinghouse,['b?:di??haus],n.寄宿公寓
1311,boast,[b?ust],v./n.自夸
1312,boastful,['b?ustf?l],a.吹嘘的、自负的
1313,bode,[b?ud],v.预示
1314,boding,['b?udi?],n.凶兆、前兆、预感;a.凶兆的
1315,bodyguard,['b?di?gɑ:d],n.保镖、侍卫
1316,bog,[b?g],n.沼泽;v.使...陷入泥沼
1317,boggle,['b?gl;'b?g?l],v.畏缩不前;使退缩
1318,bogus,['b?ug?s],a.假的
1319,bohemian,[b?u'hi:mi?n],a./n.放荡不羁的(人)
1320,boiling point,['b?ili?],n.沸点
1321,boisterous,['b?ist?r?s],a.喧闹的;猛烈的
1322,bold,[b?uld],a.大胆的、勇敢的;冒失的;黑体的、粗体的
1323,bolster,['b?ulst?],n.枕垫;v.支持、鼓励
1324,bolt,[b?ult],v.急逃;n.螺栓、门闩
1325,bombard,[b?m'bɑ:d],v.炮击;轰炸;攻击、痛斥
1326,bombardment,[b?m'bɑ:dm?nt],n.炮炸、炮轰
1327,bombast,['b?mb?st],n.高调、夸大之辞
1328,bona fides,[?bo·na 'fi·des],n.[拉]诚意、善意
1329,bonanza,[b?u'n?nz?],n.富矿带;幸运、带来好运的事
1330,bond,[b?nd],n.结合(物)、粘结(剂)、联结;公债、债券、契约
1331,bondage,['b?ndid?],n.奴役、束缚
1332,bonhomie,['b?n?mi:;?b?n?'mi:],n.好性情、温和、和蔼
1333,bonnet,['b?nit],n.圆帽、扁平软帽
1334,bonny,['b?ni],a.健美的、漂亮的
1335,bonus,['b?un?s],n.(额外给予的、在平常或斯望之外的)奖金、红利、意外收获
1336,boo,[bu:],v.作嘘声、嘘(某人)、用嘘声表示不满、蔑视或反对
